PT	AN	DT	TI	FT	AU	BA	GP	ED	SO	VL	IS	SU	PS	PD	PY	UR	AW	NT	LA	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	BN	BD	DE	TN	ST	OR	DI	UT	PM	OA	HC	HP	DA
J	ZOOR15004017867	Article	SONGBIRDS IN MANAGED AND NON-MANAGED SAVANAS AND WOODLANDS IN THE CENTRAL HARDWOODS REGION.		Thompson, Frank R., III; Reidy, Jennifer L.; Kendrick, Sarah W.; Fitzgerald, Jane A.				U S Forest Service General Technical Report NRS	102			159-169	2013	2013				English	0	8	We know little about the response of birds to savanna and woodland restoration in the Ozarks or how important such habitats are to birds of conservation concern. Bird species such as red-headed woodpecker, prairie warbler, field sparrow, and blue-winged warbler are species of regional concern, and declines of these species may be due to historical declines in savannas and woodlands. Our objective was to compare abundance of focal bird species between sites managed to restore savanna or woodland conditions and forested sites with no restoration management in the Ozark Highlands of Missouri and Arkansas during the breeding season. We consulted with local resource managers to identify sites they considered good examples of savanna or woodland restoration (managed sites) and also selected nearby stands on similar landforms that had no recent management (non-managed sites) and had succeeded to closed-canopy forest. We conducted 9 to 15 point counts along randomly located transects within these sites in 2007 and 2008. For species with >50 detections, we estimated density using distance sampling surveys, and for species with fewer detections we report the mean number of detections/point as an index of abundance. We conducted 260 surveys at managed sites and 244 at non-managed sites. Blue-winged warbler, eastern towhee, eastern wood-pewee, field sparrow, prairie warbler, and summer tanager were more abundant in managed sites whereas Acadian flycatcher, and worm-eating warbler were more abundant in non-managed sites. Abundance of blue-winged warbler, field sparrow, and prairie warbler decreased with canopy cover while Eastern towhee and summer tanager reached their greatest abundance in intermediate canopy cover. Eastern wood-pewee and prairie warbler were the most abundant breeding birds with 0.22 and 0.15 singing males/ha, respectively. Savannas and woodlands provide habitat for an interesting mix of grassland-shrub and canopy nesting birds that are of high conservation concern.	Thompson, Frank R., III; Univ Missouri, US Forest Serv, 202 Nat Resources, Columbia, MO, 65211, USA, USA.	frthompson@fs.fed.us					Environmental Sciences & Ecology; Zoology; Biodiversity & Conservation; Forestry			Conservation; Conservation measures; Ecology; Community structure; Population dynamics; Habitat; Terrestrial habitat; Land zones; Nearctic region; North America	Aves [Habitat management / Forest management / comparision between managed & non-managed habitat; songbird species] [Relative abundance /  / ] [Population density /  / ] [Forest and woodland / Savanna & woodlands / ] [USA / Central Hardwoods Bird Conservation region / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 		ZOOREC:ZOOR15004017867					2019-04-10
J	ZOOR15001004190	Article	Carabid beetle (Coleoptera: Carabidae) diversity, in agricultural and post-agricultural areas in relation to the surrounding habitats.		Blaszkiewicz, Magdalena; Schwerk, Axel				Baltic Journal of Coleopterology	13	1		15-26	2013	2013				English	0	1	Carabid beetles were studied in eight study sites, representing differently treated agricultural and post-agricultural areas and their surrounding habitats. The study aimed to answer the questions (1) to what degree differently treated agricultural and post-agricultural areas differ with respect to stage of succession, species numbers and species composition, and (2) what is the impact of the different measures on the species diversity across a larger area (landscape). Altogether, 933 individuals from 61 species were collected. The study sites differed with respect to the successional stages. Species numbers ranged from 8 to 25 species. High [beta]-diversity values did not always correspond with low Jaccard indices for the respective pairs of study sites. Special attention has to be drawn particularly to species, which are rare in the studied landscape, and to the respective habitats. A correspondence Analysis (CA) indicated that human management impact seems to be of special importance with respect to differentiation of the carabid coenoses. The study indicates that the value of a single site with respect to biological diversity has to be assessed in the context of a larger area, in which it is embedded (landscape). It is necessary to identify those types of landscape elements, which are missing to exploit the full potential of the landscape. In this context not only the individual landscape elements but also the landscape structure is of importance.	Blaszkiewicz, Magdalena; Warsaw Univ Life Sci SGGW, Lab Evaluat & Assessment Nat Resources, Warsaw, Poland, Poland.	aschwerk@yahoo.de		Schwerk, Axel/0000-0002-2284-3776			Biodiversity & Conservation; Environmental Sciences & Ecology; Zoology	1407-8619		Conservation; Conservation measures; Ecology; Habitat utilization; Habitat; Man made habitat; Land zones; Palaearctic region; Eurasia; Europe	Carabidae [Habitat management /  / ] [Community structure /  / ] [Succession in habitats /  / ] [Cultivated land habitat / Agricultural & post-agricultural areas / ] [Poland / Tuczno / ]. 	Arthropods; Beetles; Insects; Invertebrates	Animalia, Arthropoda, Insecta, Coleoptera, Adephaga, Caraboidea	Carabidae (Caraboidea). 		ZOOREC:ZOOR15001004190					2019-04-10
J	ZOOR14911056589	Article	Sustainable forest management of Natura 2000 sites: a case study from a private forest in the Romanian Southern Carpathians.		Walentowski, H.; Schulze, E.D.; Teodosiu, M.; Bouriaud, O.; von Hessberg, A.; Bussler, H.; Baldauf, L.; Schulze, I.; Waeldchen, J.; Boecker, R.; Herzog, S.; Schulze, W.				Annals of Forest Research	56	1		217-245	2013	2013				English	0	34	Biodiversity and forest management are analyzed for a 500 ha privately owned forest within the Natura 2000 area "ROSCI0122 Muntii Fagaras". Habitat types and indicator species are identified to measure environmental quality. Working towards an integrated approach to conservation, a range of options that will result in sustainable forest management are then considered. For beech forests light heterogeneity emerges as a crucial management target to ensure tree species richness and structural diversity as a basis for saving indicator species such as Morimus funereus, Cucujus cinnaberinus, Bolitophagus reticulatus and Xestobium austriacum. For spruce forests thinning over a broad range of diameters and maintenance of veteran trees would provide habitats for indicator species such as Olisthaerus substriatus. The populations of a number of bird species would be increased by strip-harvesting slopes: species such as Tetrao urogallus, Bonasia bonasia and Ficedula parva prefer forest margins. Steep slopes, and the areas around springs and watercourses, as well as rock faces, should remain unmanaged. Future management should start with a grid-based inventory to create an objective database of forest structure and life. An example is presented for high-elevation spruce forest. The inventory should quantify the variations in diameter, height and volume of trees per unit area. Such data would allow the advanced planning of forest operations. We discuss a wide range of administrative and organizational changes; changes that are needed for the sustainable forest management of the vast close-to-natural forests of the Muntii Fagaras, the maintenance of the Nardus grasslands and the protection of wetland vegetation around springs and streams in this Natura 2000-area.	Walentowski, H.; Bavarian State Inst Forestry, Hans Carl v Carlowitz Pl 1, Freising, D-85354, Germany, Germany.		Teodosiu, Marius/D-9946-2012; Schulze, Ernst-Detlef/K-9627-2014; Schulze, Waltraud/E-9800-2011; Bouriaud, Olivier/C-4700-2011	Schulze, Waltraud/0000-0001-9957-7245; Bouriaud, Olivier/0000-0002-8046-466X			Forestry; Zoology; Environmental Sciences & Ecology; Biodiversity & Conservation	1844-8135; 2065-2445		Animals and man; Disturbance by man; Commercial activities; Conservation; Conservation measures; Ecology; Community structure; Habitat; Terrestrial habitat; Land zones; Palaearctic region; Eurasia; Europe	Bolitophagus reticulatus; Cucujus cinnaberinus; Ficedula parva; Morimus funereus; Olisthaerus substriatus; Tetrao urogallus; Xestobium austriacum [Forestry / Sustainable forest management / ] [Habitat management /  / ] [Species diversity /  / ] [Environmental indicators /  / ] [Forest and woodland / Forest / ] [Romania / Carpathian Mountains / ]. 	Arthropods; Beetles; Birds; Chordates; Insects; Invertebrates; Vertebrates	Animalia, Arthropoda, Insecta, Coleoptera, Polyphaga, Bostrichoidea, Anobiidae, Chrysomeloidea, Cerambycidae, Cucujoidea, Cucujidae, Staphylinoidea, Staphylinidae, Tenebrionoidea, Tenebrionidae, Chordata, Vertebrata, Aves, Galliformes, Phasianidae, Passeriformes, Muscicapidae	Xestobium austriacum (Anobiidae). Morimus funereus (Cerambycidae). Cucujus cinnaberinus (Cucujidae). Olisthaerus substriatus (Staphylinidae). Bolitophagus reticulatus (Tenebrionidae). Tetrao urogallus (Phasianidae). Ficedula parva (Muscicapidae). 		ZOOREC:ZOOR14911056589		DOAJ Gold			2019-04-10
J	ZOOR14911059247	Article	THREAT TO THE MIGRATORY AVIAN FAUNA OF DEEPOR BEEL: A RAMSAR SITE IN ASSAM.		Saikia, Karobi B.				Ecoscan	7	1-2		31-36	2013	2013				English	0	1	The migratory bird populations of Deepor Beel are facing a severe threat due to habitat loss, environmental pollution and global climate change. It is a permanent freshwater lake as well as a natural wetland, a former channel of the River Brahmaputra situated in the Southwest corner of Guwahati City. It is the only major stormwater storage basin for Guwahati City having an area of 4000 ha. Water birds were surveyed eight times between 2009 and 2011 in this wetland from both ground and air. Total aquatic species richness, including phytoplankton, zooplankton, benthic fauna, fish and aquatic birds shows a continous decrease along with temperature increase from 92 species in 2009 to 64-76 species in 2010 and 53 species in 2011 in Deepor Beel. Changes in fish species between 2009-2011 were analyzed on the basis of data collection at different points of the wetland and showed 26% decline in species richness.	Saikia, Karobi B.; Cotton Coll, Dept Zool, Guwahati, Assam, India, India.	karobisaikia24@yahoo.co.in					Biodiversity & Conservation; Zoology; Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences	0974-0376		Conservation; Conservation measures; Ecology; Community structure; Abiotic factors; Physical factors; Land zones; Oriental region; Eurasia; Asia; India	Aves [Habitat management /  / ] [Species diversity / Species richness / ] [Habitat utilization /  / ] [Climate and weather / Climate change / ] [Assam / Deepor Beel / faunal list]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 		ZOOREC:ZOOR14911059247					2019-04-10
J	ZOOR14910044967	Article	The role of forest structural elements in determining the occurrence of two specialist woodpecker species in the Carpathians, Poland.		Kajtoch, Lukasz; Figarski, Tomasz; Pelka, Jakub				Ornis Fennica	90	1		23-40	2013	2013				English	0	33	The White-backed Woodpecker (WbW) and the Three-toed Woodpecker (TtW) are rare woodpecker species that inhabit natural old-growth forests with abundant dead wood in Eurasia. We studied stand-related environmental factors subject to forest management (stand structure, tree-species composition, accessibility by humans) in determining the distribution of these two species in mountainous forests of the Polish Carpathians. Data were collected during 2007-2009 at the Beskid Wyspowy Mountains. WbWs preferred multispecies deciduous over pure beech forests, whereas TtWs were most frequently found in spruce-dominated forests. The thresholds of dead and dying wood for WbW presence in managed forests were approximately 50 m3ha-1 and 35 m3ha-1, respectively, and for TtW were approximately 30 m3 ha-1 and 115 m3ha-1, respectively. These were 5-8 times higher than in randomly-selected control plots with no woodpeckers. In both cases, lower logging intensity on difficult-to-access slopes and higher amount of dead and dying wood correlated with increasing occupancy probability of the woodpeckers. These results help develop classification criteria for the monitoring of woodpecker habitats over the Natura 2000 network and improve the ecological soundness of forest management guidelines.	Kajtoch, Lukasz; Polish Acad Sci, Inst Evolut & Systemat Anim, Slawkowska 17 St, Krakow, PL-31016, Poland, Poland.	kajtoch@isez.pan.krakow.pl	Kajtoch, Lukasz/B-4236-2012	Kajtoch, Lukasz/0000-0001-7345-9400			Environmental Sciences & Ecology; Zoology; Forestry	0030-5685		Animals and man; Ecology; Habitat; Terrestrial habitat; Abiotic factors; Physical factors; Land zones; Palaearctic region; Eurasia; Europe	Dendrocopos leucotos; Picoides dorsalis [Disturbance by man /  / ] [Distribution within habitat /  / ] [Forest and woodland / Mountainous forests / ] [Spatial environment / Habitat structure / ] [Poland / Polish Western Carpathians / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata, Aves, Piciformes, Picidae	Dendrocopos leucotos (Picidae). Picoides dorsalis (Picidae). 		ZOOREC:ZOOR14910044967					2019-04-10
J	ZOOR14908030266	Article	Fruit Supplementation Affects Birds but not Arthropod Predation by Birds in Costa Rican Agroforestry Systems.		Peters, Valerie E.; Greenberg, Russell				Biotropica	45	1		102-110	Jan 2013	2013				English	2	58	As the global demand for the reliable provision of virtually all ecosystem services increases, it is imperative to conduct experimental research that tests specific mechanisms or drivers of the ecological processes that link to services, and whether these management actions can affect biodiversity and processes synergistically. Agroforestry systems are ideal for such experiments due to their increased uniformity and the relative ease with which factors can be manipulated and isolated. Manipulating the availability of food resources, we carried out an experimental test of this potential driver on bird diversity measures and the predatory services provided by birds in coffee agroforests. We constructed exclosures over coffee plants to measure arthropod removal intensity by birds comparing coffee agroforests with and without food resource (fruit) enrichment (the driver). Fruit enrichment agroforests had significantly greater bird species density (50%), overall abundance (55%), and abundance of understory insectivore specialists (89%) compared with control agroforests. Although 48 percent more arthropods were aspirated from coffee plants inside exclosures compared to coffee plants outside exclosures, fruit resource enrichment did not influence predatory activity by birds in the agroforests. The results of this study highlight the difficulties associated with managing lands for ecosystem services in complex ecosystems-management actions aimed at increasing numbers of the organisms involved in the interactions of ecological processes is not always equivalent to managing for an increase in the process itself.	Peters, Valerie E.; Univ Georgia, Odum Sch Ecol, Athens, GA, 30602, USA, USA.	cazamosca@gmail.com					Agriculture; Zoology; Biodiversity & Conservation; Environmental Sciences & Ecology; Nutrition & Dietetics	0006-3606		Animals and man; Disturbance by man; Commercial activities; Conservation; Conservation measures; Nutrition; Diet; Ecology; Population dynamics; Land zones; Neotropical region; Central America	Aves [Farming and agriculture / Coffee agroecosystem / Arthropod prey; prey removal intensity] [Habitat management /  / ] [Prey / Arthropoda / ] [Food availability / Fruit supplimentation / ] [Community structure /  / ] [Population density /  / ] [Costa Rica /  / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata): [Predator]. 		ZOOREC:ZOOR14908030266					2019-04-10
J	ZOOR14906023135	Article	Pocket parks in a compact city: how do birds respond to increasing residential density?		Ikin, Karen; Beaty, R. Matthew; Lindenmayer, David B.; Knight, Emma; Fischer, Joern; Manning, Adrian D.				Landscape Ecology	28	1		45-56	Jan 2013	2013				English	7	198	The desire to improve urban sustainability is motivating many city planners to adopt growth strategies that increase residential density, leading to substantial changes to urban landscapes. What effect this change will have on biodiversity remains unclear, but it is expected that the role of public greenspace in providing wildlife habitat will become critical. We explored the role of urban "pocket parks" as habitat for birds, and how this role changed with increasing residential density in the surrounding neighbourhood. We found that parks in neighbourhoods with high levels of public greenspace (corresponding to less residential land) supported more bird species and individuals overall, and more woodland-dependent species, insectivores and hollow-nesters. Total greenspace area was more important (included in the best ranked models for all bird responses) than the configuration (number, average size and connectivity) of greenspace patches. The majority of species were common suburban birds, indicating that species we assume are tolerant to urban areas will be negatively affected by increasing residential density. Parks form part of an interconnected network of urban open space. For parks to continue to support a diverse native bird community, the network must be viewed, managed, and maintained in its entirety. We suggest three key management actions to improve the bird diversity values of urban greenspaces in compact cities: (1) Increase urban greenspace cover in residential neighbourhoods. (2) Increase vegetation structure in greenspace. (3) Encourage homeowners to plant trees and shrubs.	Ikin, Karen; Australian Natl Univ, Fenner Sch Environm & Soc, GPO Box 4, Canberra, ACT, 0200, Australia, Australia.	karen.ikin@anu.edu.au	Beaty, Robert/B-5504-2011; Lindenmayer, David/P-7183-2017; Ikin, Karen/G-2845-2012; Ma, Lei/I-4597-2014; Fischer, Joern/C-6625-2012	Lindenmayer, David/0000-0002-4766-4088; Fischer, Joern/0000-0003-3187-8978; Manning, Adrian/0000-0003-0989-9203			Environmental Sciences & Ecology; Zoology; Biodiversity & Conservation	0921-2973		Animals and man; Conservation; Conservation measures; Ecology; Community structure; Habitat; Man made habitat; Land zones; Australasian region; Australasia; Australia	Aves [Disturbance by man /  / Residential density; residential densification] [Habitat management /  / ] [Species diversity / Species richness / ] [Man made habitat / Pocket parks / ] [Urban habitat / City / ] [Australian Capital Territory / Canberra / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 		ZOOREC:ZOOR14906023135					2019-04-10
J	ZOOR15110062331	Article	The Curlew Numenius arquata population size and distribution at Ljubljansko barje in 2011 and 2012.	Velikost in razsirjenost populacije velikega skurha Numenius arquata na Ljubljanskem barju v letih 2011 in 2012	Denac, Katarina				Acrocephalus (Ljubljana)	34	156-157		33-41	2013	2013				Slovenian	0	0	In 2008, the IUCN uplisted the Curlew to near-threatened (NT) on its Red List. The bird's population in Slovenia is localised and small, thus making it very important to be surveyed every year. Using the point count method, we recorded 9-12 breeding pairs in 2011 and 9-10 pairs in 2012 at Ljubljansko barje. Most of them were distributed in the eastern part of the area between the village of Lipe and the river Iscica, whereas only two occupied territories were discovered in 2011 and one in 2012 in the western part of the area. In a ten-year period, the area underwent agricultural intensification, with lowland non-intensive meadows declining by 50%. As a minimal requirement, meadows within the extent of the Curlew's current distribution at Ljubljansko barje should be non-intensively managed (late first cut, no fertilizing or sowing of grass mixtures) and all other human activities prohibited from the beginning of March till the end of June (dog walking and training, ballooning, aircraft modelling). Based on the results of 2011 survey, Ljubljansko barje was designated an IBA for breeding Eurasian Curlews under the IBA criteria A1 and C1.	Denac, Katarina; DOPPS BirdLife Slovenija, Trzaska Cesta 2, Ljubljana, SI-1000, Slovenia, Slovenia.	katarina.denac@guest.arnes.si					Zoology; Environmental Sciences & Ecology; Biodiversity & Conservation	0351-2851		Animals and man; Conservation; Conservation measures; Ecology; Population dynamics; Land zones; Palaearctic region; Eurasia; Europe	Numenius arquata [Disturbance by man / Human activity / ] [Habitat management /  / ] [Endangered status / Inclusion in Red Data List / ] [Population censuses / Breeding population censuses / ] [Population size / Breeding population size / ] [Slovenia / Ljubljansko barje / distribution]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata, Aves, Charadriiformes, Scolopacidae	Numenius arquata (Scolopacidae). 		ZOOREC:ZOOR15110062331		DOAJ Gold			2019-04-10
J	ZOOR15107043200	Article	A sketch of the West Siberian avifauna based on a bibliographical review.	Esquisse de l'avifaune de la siberie occidentale: une revue bibliographique.	Van Impe, Jacques				Alauda	81	4		269-296	2013	2013				French	0	1	This sketch is based on more than 600 Russian publications and several handbooks. The ornithological knowledge of this vast area, extending from the Artic southwards to steppes and deserts has markedly increased in the last 40 years. Only a few parts especially in the Far North remained unexplored because of remoteness and access difficulty. For several species, it was not easy to identify whether a changing trend was an extension or a contraction of breeding area or if a real change in breeding numbers occurred. Tables I and II show the species (or subspecies) with a clear decreasing or increasing trend over the whole of West Siberia. Among at least 162 species, 105 (65 %) decreased and 57 (35 %) increased. The Anseriformes, Falconiformes and Galliformes constitute 37 % of all decreasing taxa. Local exceptions to the announced trend are mentioned under "remarks" on the Tables. This paper discusses supplementary data from Russian literature on the current status of 16 species (or subspecies): 15 decreased and only one increased. Special attention is focused on the dramatic concern by electrocution in raptors (especially the genus Aquila). The Marbled Duck Marmaronetta angustirostris, the White-headed Duck Oxyura leucocephala, the western population of Siberian Crane Grus leucogeranus, the Slender-billed Curlew Numenius tenuirostris and the southern subspecies of Whimbrel Numenius phaeopus alboaxillaris are on the verge of extinction. About half of the decreasing or increasing bird taxa in West Siberia showed a similar trend in Europe. According to Siberian sources, the avifauna is fairly influenced by three recent factors: oil and gas extraction, climate warming and dramatic changes in forest habitats owing to fire and fragmentation. Compared to their initial virgin status, taigas in which oil extraction resulted in a new vegetation cover attracted many species. However, oil industry has an overall negative influence on the environment by reducing the richness in species, diversity and biomass. Especially, the gas exploitation on the Yamal Peninsula has negatively impacted several waterfowl species. Further development of oil industry must be regarded as a threat to the survival of several populations. Therefore a doubling of the existing taiga nature sanctuaries is strongly recommended. Most of Russian climatologists are convinced that climate change did not play a major role in the shift towards the north of some avian breeding distributions. In that respect, landscape changes mostly induced by human activities have a much more severe impact. A northward expansion of the breeding area of several species occurs less commonly than it is observed in West Europe. Expansions to other geographical directions than to the north are suggested (Table III). Compared to Scandinavia, there are only a few investigations on the role of fire and fragmentation in the West Siberian taiga. In the present paper, the significance of the remaining undisturbed taiga areas and the importance of secondary forest development in the new increasing of some species are underlined. However, fire and fragmentation have most often an adverse influence on bird communities.	Van Impe, Jacques; DVan Perrelei 51B, Borgerhout, B-2140, Belgium, Belgium.	jacques.vanimpe@scarlet.be					Zoology; Environmental Sciences & Ecology; Biodiversity & Conservation; Forestry; Meteorology & Atmospheric Sciences	0002-4619		Animals and man; Disturbance by man; Commercial activities; Conservation; Documentation; Publications; Ecology; Habitat; Terrestrial habitat; Abiotic factors; Physical factors; Land zones; Palaearctic region; Eurasia	Aves [Disturbance by man / Human activities / ] [Industry / Oil industry / ] [Conservation /  / ] [Checklists /  / ] [Literature review /  / ] [Population dynamics / Species population status / ] [Habitat / Habitat change / ] [Forest and woodland /  / ] [Climate and weather / Climate warming / ] [Russia / West Siberia / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 		ZOOREC:ZOOR15107043200					2019-04-10
J	ZOOR15211072319	Article	Effects of fire on the bird fauna present at Cayumanque Hill, Bio-Bio Region, Chile.	Efectos del fuego sobre la avifauna del cerro Cayumanque, region del bio-bio, Chile.	Perfetti-Bolano, Alessandra; Gonzalez-Acuna, Daniel; Barrientos, Carlos; Moreno, Lucila				Boletin Chileno de Ornitologia	19	1-2		1-11	2013	2013				Spanish	0	0	Wildfires usually affect indirectly bird communities, mainly through habitat change. In January 2012 a large fire destroyed a part of Cayumanque Hill, considered a priority site for the conservation of biodiversity in Chile. In order to assess whether the fire produced changes in bird assemblages at this area, we compared the avifauna previous and after the fire. Bird counts were performed using fixed points along an altitudinal gradient in disturbed, moderately disturbed and undisturbed areas by the fire, comparing the avifauna present at the same points pre and post-fire. The specific richness increased after the fire for the three areas evaluated, however this difference was not significant (p> 0.05). Average abundances in altered zone, pre and post-fire, increased significantly post-fire (p= 0.003). In undisturbed and moderately altered areas abundance was similar to that observed in the same areas before the fire (p> 0.05). For all three study areas species diversity decreased before the fire (Altered H'= 0.91, Moderately altered H'= 0.75, No change H'= 0.73) compared to species diversity post-fire (Altered H'= 1.12, Moderately altered H'= 1.05, Unchanged H'= 0.84), although differences were not significant (p>0.05). The fire at the Cayumanque Hill resulted in an increased post-fire bird abundance mostly attributed to the effect of farming and agricultural plantations, where granivorous birds and generalist birds quickly colonized the affected area.	Moreno, Lucila; Concepcion Univ, Fac Ciencias Nat & Oceanog, Concepcion, Chile, Chile.	lumoreno@udec.cl					Environmental Sciences & Ecology; Zoology	0717-1897		Ecology; Population dynamics; Abiotic factors; Physical factors; Land zones; Neotropical region; South America	Aves [Community structure /  / ] [Population size / Abundance / ] [Fire /  / ] [Chile / Bio-Bio region, Cayumanque Hill / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 		ZOOREC:ZOOR15211072319					2019-04-10
